session_id,target
1,3.8411348633417554e-05
2,1.2629825561133153e-06
3,0.0017116246979023736
4,8.767292097195607e-06
5,0.004842072223760561
6,2.3295582464810243e-05
7,0.0009542833688915314
8,0.0002102603646473643
9,7.653922524237454e-06
10,0.00034436909182784765
11,0.005317358916198398
12,1.6310199712634933e-05
13,6.689909349833293e-06
14,0.005507766035586848
15,0.009708541306672473
16,7.61942942372728e-05
17,0.002959211424698532
18,1.2598688480013745e-05
19,0.0006394650928384949
20,1.2362151233947985e-05
21,0.04642291749290453
22,3.8063846864879903e-06
23,0.00671425951309409
24,0.00018578471296710222
25,0.0019161165849641193
26,0.0001320789376794236
27,6.721134092796563e-05
28,1.0463431466725674e-05
29,0.010356567593752813
30,0.01010763615199141
31,0.0406128339855957
32,0.11812651787272248
33,1.1355013656296926e-05
34,7.040923432033231e-05
35,0.044914874382340826
36,6.791620864951678e-05
37,4.484371690951286e-06
38,5.887217736126187e-06
39,0.009800246508580038
40,8.254946377224473e-06
41,0.022488144684522766
42,2.8220394772791304e-05
43,0.003742301385449845
44,7.239127387967536e-05
45,0.04917307379152581
46,0.004228344528279055
47,7.379723058366423e-06
48,2.4750839960798077e-06
49,0.004631642118989208
50,3.292761919362558e-05
51,6.366783325902764e-06
52,0.00013200116876026566
53,0.0025725273071486804
54,0.000323895616434608
55,0.027858877899289425
56,2.373828526853786e-05
57,8.95409716051037e-06
58,7.750955449296312e-06
59,1.0672167179800264e-05
60,1.1576522389866983e-07
61,4.1505769404831686e-05
62,3.627705890279996e-05
63,1.2268579576135484e-06
64,0.034554662796462764
65,2.5306634864657374e-05
66,1.034438290816766e-05
67,2.6978506838958625e-05
68,0.009531075213623608
69,0.0023772424545632927
70,1.3331514623810552e-05
71,0.01980620045945645
72,0.00839166325323899
73,0.0027961105165570546
74,0.0003453897105736766
75,0.0009871313561411327
76,0.0005158396301921066
77,0.0055128532639053774
78,0.0007036015158496551
79,0.00010675457045934324
80,1.8389373420360165e-06
81,1.8630366172924325e-05
82,9.67157653020923e-06
83,1.0729353426172917e-05
84,0.36344046696463606
85,0.002002143626924444
86,1.4468691835364677e-05
87,0.0008722117630063876
88,0.0016134180238705068
89,0.002720894422960673
90,0.18639901931244768
91,1.5018803986092316e-05
92,6.660556340915228e-06
93,0.07029739673408482
94,2.087176618016413e-06
95,1.8235635914232765e-05
96,1.4632383797161484e-06
97,0.02373147220325761
98,8.133845599863214e-06
99,1.2226362349471066e-06
100,0.005308259329623084
101,9.290985769039208e-07
102,3.6922061238297395e-05
103,5.478588266812851e-05
104,0.00016015596573534135
105,0.005954152520116585
106,1.0098581887131292e-05
107,1.910253124599833e-05
108,0.0033983722709680325
109,2.090356622257262e-05
110,5.823334764737647e-07
111,0.00035714371937361263
112,6.645092923086372e-06
113,8.222017737778738e-05
114,8.506401338388671e-06
115,1.4371064304509396e-06
116,1.4660692655279555e-07
117,0.00010940780300239997
118,0.007856313296876293
119,9.768686902830884e-06
120,0.02732626631383929
121,5.960538365019283e-06
122,3.1834228870193157e-05
123,1.9220198156400965e-05
124,0.003459846010756217
125,0.012342746591345653
126,1.757091619275311e-06
127,0.001177116516501476
128,2.1307716969721766e-05
129,0.0007860248193316084
130,0.0009270135244084392
131,9.391617308642406e-05
132,0.010275481528532743
133,0.007099094268124846
134,0.003414449914282851
135,3.1689199484033886e-05
136,0.033980057501592116
137,9.737862060534192e-07
138,0.004264930578116902
139,1.1818720492921519e-05
140,2.9858702972753184e-05
141,1.3295002796209232e-06
142,1.9290001260610194e-05
143,5.942557737644904e-05
144,0.0010298225246956165
145,4.3471209604474274e-06
146,0.0001682413352350074
147,2.7817010898072228e-05
148,0.019260238717647666
149,0.0034014744212616534
150,0.010551233232237165
151,4.046941150772215e-06
152,0.04603663712768818
153,1.3083127440056639e-05
154,0.00013885834246851373
155,0.006143659606046543
156,3.223391438797187e-05
